TICKER;DENOM_CIA;CD_CVM;DT_REFER;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ESCALA_MOEDA;MOEDA;ST_CONTA_FIXA
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.05;Outros tributos a pagar;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.05;Outros tributos a pagar;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.06;Estoques;-15789.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.06;Estoques;13408.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.07;Ordenados e salários a pagar;-187812.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.07;Ordenados e salários a pagar;-207361.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.08;Fornecedores;112062.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.08;Fornecedores;-48392.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.09;Arrendamentos e concessões a pagar;-246821.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.09;Arrendamentos e concessões a pagar;-261539.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.10;Provisão para demandas judiciais;-242229.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.10;Provisão para demandas judiciais;-256661.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.11;Outros passivos financeiros;-25982.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.11;Outros passivos financeiros;75417.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.12;Outros ativos e passivos, líquidos;-83345.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.12;Outros ativos e passivos, líquidos;-53248.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.13;Arrendamentos e concessões a pagar;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.13;Arrendamentos e concessões a pagar;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.14;Instrumentos financeiros derivativos;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.14;Instrumentos financeiros derivativos;-13381.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.02.15;Imposto de renda e contribuição social pagos;-46440.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.02.15;Imposto de renda e contribuição social pagos;-96280.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.01.03;Outros;0.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.01.03;Outros;0.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02;Caixa Líquido Atividades de Investimento;-4723828.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02;Caixa Líquido Atividades de Investimento;-5551660.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.01;Caixa líquido pela venda de investida;-5.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.01;Caixa líquido pela venda de investida;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.02;Aumento de capital em controlada e coligadas;-29998.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.02;Aumento de capital em controlada e coligadas;-15000.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.03;Títulos e valores mobiliários;761568.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.03;Títulos e valores mobiliários;545107.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.04;Caixa restrito;-2133.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.04;Caixa restrito;-57086.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.05;Caixa recebido na reorganização societária;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.05;Caixa recebido na reorganização societária;26000.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.06;Dividendos recebidos de controladas e associadas;39464.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.06;Dividendos recebidos de controladas e associadas;45660.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.07;Partes relacionadas - mútuo;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.07;Partes relacionadas - mútuo;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.08;Adições ao imobilizado, intangível e investimentos;-5492724.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.08;Adições ao imobilizado, intangível e investimentos;-6096341.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.02.09;Caixa recebido de venda de outros ativos permanentes;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.02.09;Caixa recebido de venda de outros ativos permanentes;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03;Caixa Líquido Atividades de Financiamento;-2714880.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03;Caixa Líquido Atividades de Financiamento;-2032445.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.01;Captações de empréstimos, financiamentos e debêntures;3019702.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.01;Captações de empréstimos, financiamentos e debêntures;3872810.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.02;Amortização de principal de empréstimos, financiamentos e debêntures;-2671274.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.02;Amortização de principal de empréstimos, financiamentos e debêntures;-1198849.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.03;Pagamento de juros de empréstimos, financiamentos e debêntures;-1243258.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.03;Pagamento de juros de empréstimos, financiamentos e debêntures;-1225589.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.04;Amortização de principal de arrendamento mercantil;-573320.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.04;Amortização de principal de arrendamento mercantil;-592842.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.05;Pagamento de juros de arrendamento mercantil;-201401.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.05;Pagamento de juros de arrendamento mercantil;-235548.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.06;Custos de transação relacionados a empréstimos e financiamentos;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.06;Custos de transação relacionados a empréstimos e financiamentos;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.07;Pagamento de juros de certificado de recebíveis imobiliários;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.07;Pagamento de juros de certificado de recebíveis imobiliários;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.08;Integralização de capital;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.08;Integralização de capital;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.09;Instrumentos financeiros derivativos;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.09;Instrumentos financeiros derivativos;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.10;Partes relacionadas - mútuo;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.10;Partes relacionadas - mútuo;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.11;Dividendos pagos;-174244.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.11;Dividendos pagos;-1506065.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.12;Aquisição de participação de não controlador;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.12;Aquisição de participação de não controlador;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.13;Pagamento de instrumentos financeiros derivativos;-915538.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.13;Pagamento de instrumentos financeiros derivativos;-1749537.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.14;Recebimento de instrumentos financeiros derivativos;44453.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.14;Recebimento de instrumentos financeiros derivativos;603175.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.03.15;Compra de ações em tesouraria;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.03.15;Compra de ações em tesouraria;0.0000000000;MIL;REAL;N
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;1606.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;-1192.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;227625.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-443486.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;7233993.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;7461618.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;PENÚLTIMO;2024-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;7461618.0000000000;MIL;REAL;S
RAIL3;RUMO S.A.;017450;2025-12-31;ÚLTIMO;2025-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;7018132.0000000000;MIL;REAL;S
