data,RAIL3,WEGE3,VALE3,ABEV3,BBSE3,B3SA3,LREN3,HAPV3,BOVA11,IBOV
2025-04-02,16.87,44.9,56.93,13.67,40.47,12.42,12.97,2.18,128.9,131190.0
2025-04-03,17.65,44.27,54.87,13.85,41.19,12.73,13.26,2.25,128.1,131141.0
2025-04-04,17.07,43.72,52.68,13.71,40.25,12.05,12.65,2.13,124.05,127256.0
2025-04-07,17.04,44.0,52.05,13.18,40.07,11.95,12.12,2.06,122.73,125588.0
2025-04-08,16.84,44.0,49.2,13.24,40.45,11.74,11.99,2.03,121.04,123932.0
2025-04-09,17.17,45.41,51.85,13.67,40.79,12.17,12.76,2.16,124.55,127796.0
2025-04-10,17.18,44.91,52.78,13.6,39.66,11.86,12.67,2.22,123.41,126355.0
2025-04-11,17.77,45.12,53.66,13.48,39.98,11.94,12.8,2.24,124.72,127682.0
2025-04-14,18.47,45.82,54.36,13.68,40.29,12.17,13.01,2.25,126.41,129454.0
2025-04-15,18.5,45.82,53.81,13.66,40.61,12.26,12.8,2.21,126.2,129245.0
2025-04-16,18.51,45.84,52.56,13.89,40.45,12.06,12.64,2.21,125.28,128317.0
2025-04-17,18.88,45.95,52.88,14.0,40.74,12.18,12.8,2.16,126.53,129650.0
2025-04-22,19.04,46.24,53.82,14.02,40.9,12.42,12.81,2.21,127.33,130464.0
2025-04-23,19.39,46.27,54.46,14.05,41.18,12.65,12.91,2.24,129.08,132216.0
2025-04-24,19.93,48.59,55.31,14.15,41.62,13.27,13.65,2.44,131.38,134580.0
2025-04-25,19.68,49.89,53.85,14.09,42.05,13.39,13.84,2.41,131.49,134739.0
2025-04-28,19.57,50.32,54.04,14.3,42.42,13.42,14.3,2.44,131.65,135016.0
2025-04-29,19.46,50.47,53.84,14.51,41.83,13.23,14.54,2.36,131.86,135093.0
2025-04-30,19.4,44.64,52.86,14.57,42.77,13.49,14.61,2.32,131.63,135067.0
2025-05-02,19.27,44.42,52.8,14.12,42.15,13.31,14.88,2.33,131.85,135134.0
2025-05-05,18.9,42.53,52.96,14.06,41.94,13.21,14.65,2.26,130.34,133491.0
2025-05-06,19.05,42.95,53.0,14.21,38.82,13.16,14.31,2.27,130.38,133516.0
2025-05-07,18.75,41.95,52.9,14.27,39.21,13.15,14.37,2.25,130.21,133398.0
2025-05-08,19.21,42.21,52.74,14.37,38.19,14.25,15.44,2.46,133.04,136232.0
2025-05-09,17.85,41.79,52.95,14.28,38.33,14.53,16.2,2.35,133.24,136512.0
2025-05-12,17.31,42.67,54.28,14.29,37.93,14.36,16.45,2.39,133.39,136563.0
2025-05-13,18.14,44.0,55.17,14.25,38.3,14.95,16.85,2.66,135.61,138963.0
2025-05-14,17.65,44.07,54.9,14.23,38.51,14.65,16.83,2.66,135.19,138423.0
2025-05-15,17.89,44.17,55.45,14.41,38.51,14.77,17.42,2.7,136.07,139334.0
2025-05-16,18.22,45.0,55.49,14.39,37.79,14.77,17.53,2.82,136.11,139187.0
2025-05-19,18.17,44.55,55.34,14.32,38.23,14.82,17.99,2.82,136.42,139636.0
2025-05-20,18.61,44.53,55.35,14.29,38.39,14.95,18.3,2.86,136.84,140110.0
2025-05-21,17.98,43.45,54.64,14.16,38.11,14.5,17.61,2.84,134.59,137881.0
2025-05-22,18.15,43.67,54.23,14.1,37.76,14.34,17.67,2.84,134.05,137273.0
2025-05-23,18.06,43.69,54.32,14.24,38.1,14.39,17.6,2.84,134.47,137824.0
2025-05-26,18.56,43.73,54.01,14.26,37.96,14.33,17.74,2.83,135.01,138136.0
2025-05-27,19.1,44.59,53.84,14.2,38.33,14.38,17.95,2.92,136.46,139541.0
2025-05-28,18.97,44.66,53.41,14.1,38.16,14.3,18.17,2.91,135.71,138888.0
2025-05-29,19.18,44.02,53.45,14.06,37.93,14.1,17.96,2.85,135.36,138534.0
2025-05-30,18.82,42.35,52.1,14.03,37.51,13.95,18.16,2.86,133.99,137027.0
2025-06-02,19.18,41.85,52.56,13.91,36.99,13.71,18.35,2.81,133.6,136787.0
2025-06-03,19.59,41.7,52.53,14.01,36.65,14.18,18.81,2.87,134.4,137546.0
2025-06-04,19.65,43.16,52.77,14.08,36.0,13.95,18.42,2.87,133.81,137002.0
2025-06-05,19.26,42.54,52.91,13.87,36.3,13.58,18.42,2.7,133.25,136236.0
2025-06-06,19.08,42.57,52.98,14.08,36.44,13.57,17.56,39.91,133.06,136102.0
2025-06-09,18.85,42.84,53.29,13.96,36.28,13.16,17.89,39.89,132.73,135699.0
2025-06-10,19.15,42.3,53.65,13.8,35.5,13.14,18.31,40.63,133.35,136436.0
2025-06-11,19.23,42.29,53.18,13.91,35.13,13.24,18.47,39.53,133.97,137128.0
2025-06-12,19.04,42.26,52.83,13.8,35.29,12.98,18.44,39.52,134.66,137800.0
2025-06-13,19.13,42.39,52.13,13.64,35.51,13.05,18.36,38.49,133.99,137213.0
2025-06-16,19.48,42.54,53.83,13.68,35.82,13.47,18.82,39.16,136.07,139256.0
2025-06-17,18.5,41.41,51.41,13.47,35.52,13.53,18.65,39.38,135.52,138840.0
2025-06-18,18.48,41.86,51.24,13.49,35.53,13.79,18.72,39.49,135.42,138717.0
2025-06-20,17.97,41.64,49.92,13.53,35.19,13.62,18.56,37.42,133.9,137116.0
2025-06-23,17.48,41.6,50.55,13.56,35.51,13.4,19.01,36.75,133.47,136551.0
2025-06-24,17.84,41.44,50.54,13.51,35.41,13.52,19.29,37.86,134.07,137165.0
2025-06-25,17.75,41.82,50.48,13.15,35.05,13.61,18.99,35.77,132.55,135767.0
2025-06-26,17.87,43.07,52.0,13.32,35.19,14.1,19.53,36.59,133.96,137114.0
2025-06-27,17.96,42.35,53.0,13.15,35.23,14.12,19.56,36.27,133.79,136866.0
2025-06-30,18.53,42.78,52.65,13.32,35.8,14.58,19.68,36.85,135.85,138855.0
2025-07-01,18.68,42.5,53.36,13.38,36.43,14.5,19.65,36.4,136.52,139549.0
2025-07-02,18.12,42.43,55.3,13.65,36.25,14.45,19.0,34.53,135.91,139051.0
2025-07-03,18.64,42.71,55.04,13.48,36.49,14.62,19.29,34.95,137.92,140928.0
2025-07-04,18.58,43.0,55.2,13.52,36.51,14.71,19.34,35.61,138.13,141478.0
2025-07-07,18.3,42.33,54.39,13.4,36.09,14.65,19.28,34.86,136.45,139490.0
2025-07-08,18.14,40.61,54.58,13.38,35.79,14.59,19.3,34.32,136.15,139303.0
2025-07-09,17.46,40.11,54.04,13.31,35.22,14.48,19.4,33.63,134.11,137481.0
2025-07-10,17.18,39.9,55.28,13.23,35.3,14.07,19.16,33.11,133.61,136743.0
2025-07-11,17.12,39.75,56.0,13.3,35.22,13.73,18.7,32.32,133.5,136187.0
2025-07-14,17.39,39.53,55.36,13.29,35.31,13.61,18.17,33.3,132.09,135299.0
2025-07-15,17.45,39.67,53.91,13.27,34.94,13.73,18.54,33.58,132.37,135250.0
2025-07-16,17.0,41.12,54.4,13.68,34.84,13.68,18.56,33.5,132.4,135511.0
2025-07-17,16.72,42.09,54.3,13.46,34.83,13.74,18.72,33.67,132.47,135565.0
2025-07-18,16.58,42.37,54.56,13.32,34.32,12.97,17.73,32.19,130.3,133382.0
2025-07-21,16.61,41.97,56.05,13.42,34.46,13.1,17.47,31.49,131.2,134167.0
2025-07-22,16.79,41.32,57.5,13.4,33.67,13.07,17.42,31.12,131.15,134036.0
2025-07-23,17.09,38.01,57.42,13.59,33.78,13.39,17.63,31.82,132.39,135368.0
2025-07-24,16.75,36.23,56.53,13.5,33.59,13.12,17.08,31.96,130.78,133808.0
2025-07-25,16.68,36.17,55.7,13.47,33.53,13.07,16.72,32.58,130.45,133524.0
2025-07-28,16.85,36.73,55.16,13.06,33.55,12.7,16.37,31.99,129.25,132129.0
2025-07-29,16.85,36.58,54.82,13.19,33.71,12.71,16.35,32.46,129.5,132726.0
2025-07-30,16.61,36.85,53.84,13.15,33.63,12.75,16.76,33.49,130.93,133990.0
2025-07-31,16.54,37.11,53.46,12.46,33.7,12.58,16.27,33.07,129.88,133071.0
2025-08-01,16.33,37.18,53.75,12.29,33.44,12.59,16.49,32.66,129.57,132437.0
2025-08-04,16.44,37.07,54.18,12.41,33.55,12.68,16.87,33.95,130.0,132971.0
2025-08-05,16.54,37.13,54.11,12.36,33.93,12.58,16.89,35.53,130.16,133151.0
2025-08-06,16.7,38.16,53.77,12.48,34.38,12.72,17.77,35.87,131.49,134538.0
2025-08-07,16.95,39.0,54.11,12.54,34.46,12.91,18.04,36.17,133.52,136528.0
2025-08-08,15.34,38.1,55.39,12.37,34.47,12.88,16.73,35.63,132.91,135913.0
2025-08-11,15.45,37.22,55.33,12.31,34.83,12.76,16.42,35.14,132.5,135623.0
2025-08-12,15.9,36.61,55.91,12.23,35.23,12.65,16.72,35.6,135.1,137914.0
2025-08-13,15.92,36.62,54.09,12.12,34.99,12.7,16.09,34.88,133.66,136687.0
2025-08-14,16.04,36.49,53.42,12.02,35.32,12.85,16.02,37.77,133.36,136356.0
2025-08-15,15.96,35.97,53.32,12.04,32.79,13.15,16.13,38.2,133.56,136341.0
2025-08-18,15.86,36.41,53.2,12.07,32.86,13.16,16.21,39.37,134.33,137322.0
2025-08-19,15.43,35.6,53.24,12.07,32.22,12.53,15.87,37.82,131.17,134432.0
2025-08-20,14.95,36.07,53.0,12.1,31.92,12.33,15.71,37.54,131.8,134667.0
2025-08-21,14.68,35.91,53.45,12.06,31.63,12.25,15.44,36.85,131.63,134511.0
2025-08-22,15.07,37.5,54.79,12.21,31.8,12.56,15.91,38.31,135.15,137968.0
2025-08-25,14.61,37.73,54.92,12.12,32.17,12.55,15.85,39.1,135.11,138025.0
2025-08-26,14.6,37.59,55.41,12.18,32.26,12.44,15.65,38.94,134.94,137771.0
2025-08-27,14.58,37.74,55.38,12.15,32.5,12.67,15.99,39.8,136.2,139206.0
2025-08-28,14.62,37.82,55.4,12.25,32.54,13.03,16.18,40.9,138.31,141049.0
2025-08-29,14.55,37.66,55.56,12.35,32.82,12.98,16.26,41.71,138.5,141422.0
2025-09-01,14.32,37.81,55.6,12.3,32.69,12.98,16.24,41.55,138.29,141125.0
2025-09-02,14.11,37.68,55.39,12.16,32.16,12.75,16.09,41.36,137.37,140335.0
2025-09-03,14.21,37.85,55.6,11.9,32.05,12.95,16.03,40.85,136.87,139864.0
2025-09-04,14.8,37.25,55.71,12.16,32.21,13.09,16.11,41.29,138.01,140993.0
2025-09-05,14.7,37.85,56.22,12.25,32.24,13.38,16.35,41.38,139.65,142640.0
2025-09-08,14.64,37.44,56.36,12.14,32.25,13.14,15.87,40.45,138.8,141792.0
2025-09-09,14.53,36.98,56.19,12.33,32.47,13.01,15.59,39.64,138.6,141618.0
2025-09-10,14.61,37.28,56.58,12.36,32.44,12.97,15.96,40.0,139.16,142349.0
2025-09-11,15.0,36.83,57.02,12.52,32.39,13.12,16.18,39.74,139.96,143151.0
2025-09-12,14.81,36.95,57.0,12.58,32.11,12.95,15.85,39.33,139.21,142272.0
2025-09-15,14.86,36.51,57.5,12.63,32.15,13.37,16.22,39.33,140.45,143547.0
2025-09-16,14.88,36.77,57.7,12.71,32.32,13.48,16.9,38.14,141.11,144062.0
2025-09-17,15.28,36.71,57.8,12.79,32.53,13.72,17.02,38.64,142.6,145594.0
2025-09-18,15.03,36.73,57.69,12.52,32.78,13.73,17.05,38.8,142.53,145500.0
2025-09-19,14.61,36.35,57.92,12.55,32.92,13.66,16.92,38.18,142.79,145865.0
2025-09-22,14.91,37.11,58.0,12.36,33.24,13.5,16.27,37.56,141.99,145109.0
2025-09-23,15.15,36.7,57.67,12.46,33.3,13.34,15.92,38.05,143.33,146425.0
2025-09-24,15.28,36.89,57.89,12.38,32.94,13.17,15.94,37.3,143.42,146492.0
2025-09-25,15.13,36.35,58.21,12.46,32.58,12.95,15.72,37.01,142.28,145306.0
2025-09-26,15.23,36.32,57.09,12.46,32.45,13.22,15.82,36.59,142.44,145447.0
2025-09-29,15.65,36.37,57.28,12.41,32.66,13.4,15.76,36.35,143.45,146337.0
2025-09-30,15.97,36.59,57.58,12.09,33.26,13.4,15.13,35.85,143.24,146237.0
2025-10-01,15.74,35.79,58.31,11.99,33.41,13.09,15.15,35.48,142.52,145517.0
2025-10-02,15.9,36.13,58.7,11.93,33.08,12.84,14.8,35.55,140.99,143950.0
2025-10-03,15.9,36.4,58.59,11.87,32.82,12.75,14.7,35.86,141.22,144201.0
2025-10-06,15.75,35.68,59.59,11.85,32.8,12.64,14.39,36.0,140.67,143608.0
2025-10-07,15.7,35.73,58.75,11.71,33.06,12.24,13.57,35.33,138.45,141356.0
2025-10-08,15.73,35.5,59.2,11.88,32.76,12.66,13.81,36.13,139.2,142145.0
2025-10-09,15.49,37.2,59.11,11.72,32.76,12.79,13.84,35.87,138.75,141708.0
2025-10-10,15.53,36.69,58.87,11.81,32.6,12.6,13.98,33.71,137.81,140680.0
2025-10-13,15.47,37.84,59.75,11.86,32.45,12.71,14.14,33.76,138.75,141783.0
2025-10-14,15.37,37.33,59.75,12.05,32.48,12.55,14.32,32.96,138.74,141683.0
2025-10-15,15.58,37.42,60.86,11.99,32.01,12.64,14.25,33.4,139.49,142604.0
2025-10-16,15.05,38.43,60.3,12.15,31.81,12.6,14.31,32.62,139.16,142200.0
2025-10-17,15.47,40.15,60.13,12.37,31.96,12.56,14.24,32.9,140.4,143399.0
2025-10-20,15.48,39.54,60.9,12.36,32.11,12.66,14.3,33.04,141.27,144509.0
2025-10-21,15.57,39.67,60.8,12.22,31.91,12.33,14.63,32.63,141.17,144085.0
2025-10-22,15.37,40.02,61.88,12.07,32.1,12.45,14.47,32.36,141.88,144873.0
2025-10-23,15.55,41.44,61.76,12.12,32.01,12.59,14.82,32.23,142.68,145721.0
2025-10-24,15.38,41.37,61.73,12.11,32.08,12.5,14.8,32.43,143.0,146172.0
2025-10-27,15.56,41.67,61.66,12.15,32.17,12.53,14.82,32.39,144.0,146969.0
2025-10-28,15.8,42.32,62.2,12.03,32.68,12.63,14.58,32.12,144.32,147429.0
2025-10-29,15.64,42.05,63.33,12.03,32.42,12.64,14.63,31.6,145.3,148633.0
2025-10-30,15.99,41.45,63.81,12.59,32.82,12.6,14.59,31.57,145.7,148780.0
2025-10-31,15.92,42.1,65.26,12.71,32.85,12.66,14.84,31.28,146.41,149540.0
2025-11-03,15.61,42.8,65.35,12.91,33.24,12.84,14.75,30.4,147.37,150454.0
2025-11-04,15.65,42.75,64.62,13.16,33.64,12.84,14.97,30.55,147.53,150704.0
2025-11-05,15.78,43.51,65.73,13.18,33.75,13.2,15.46,31.6,150.38,153294.0
2025-11-06,15.62,43.91,65.5,13.08,34.23,13.1,14.56,31.36,150.1,153339.0
2025-11-07,15.64,45.0,64.78,13.12,33.82,12.98,13.95,31.07,150.8,154064.0
2025-11-10,15.81,45.37,65.21,13.18,34.34,13.12,14.5,31.36,152.25,155257.0
2025-11-11,16.32,46.03,65.04,13.59,33.56,13.53,14.95,31.58,154.8,157749.0
2025-11-12,16.4,44.89,65.76,13.62,33.29,14.12,14.94,32.69,154.44,157633.0
2025-11-13,16.42,44.82,65.67,13.63,33.33,14.47,14.83,18.89,154.1,157162.0
2025-11-14,16.52,44.44,65.27,13.69,33.79,14.44,15.16,17.79,154.34,157739.0
2025-11-17,15.02,43.97,65.22,13.76,33.85,14.16,15.13,18.0,153.79,156993.0
2025-11-18,15.41,43.44,65.02,13.74,33.49,14.05,15.08,17.0,153.53,156522.0
2025-11-19,15.69,43.65,64.95,13.41,33.32,13.85,14.92,17.34,152.0,155381.0
2025-11-21,15.33,43.22,65.16,13.62,33.27,13.89,15.19,17.42,151.95,154770.0
2025-11-24,15.25,43.19,65.09,13.77,33.56,13.98,15.1,17.13,152.35,155278.0
2025-11-25,15.43,42.96,65.6,13.74,34.14,14.17,15.23,17.06,152.97,155910.0
2025-11-26,16.84,44.4,66.58,13.67,34.6,14.71,15.45,15.84,155.74,158555.0
2025-11-27,17.03,44.05,66.33,13.72,34.49,14.73,15.88,15.0,155.32,158292.0
2025-11-28,16.85,44.25,67.4,13.86,34.11,14.96,15.75,14.1,155.85,159072.0
2025-12-01,16.58,45.18,67.92,14.01,34.61,14.89,15.76,14.06,155.5,158611.0
2025-12-02,16.83,45.61,68.48,14.0,34.8,15.1,15.79,14.6,157.97,161092.0
2025-12-03,16.67,45.05,70.69,14.15,34.75,14.79,15.46,14.64,158.4,161755.0
2025-12-04,16.89,45.5,71.92,13.95,35.3,15.02,15.04,15.55,161.29,164456.0
2025-12-05,16.12,46.7,70.22,13.61,34.5,14.01,13.88,14.47,154.18,157369.0
2025-12-08,15.8,47.77,69.74,13.62,35.42,14.35,14.24,13.6,155.25,158187.0
2025-12-09,15.57,47.66,69.78,13.64,35.25,14.12,13.98,13.51,154.55,157981.0
2025-12-10,15.67,48.47,71.06,13.6,35.43,14.21,14.02,13.48,156.0,159075.0
2025-12-11,15.74,48.55,72.0,13.78,35.17,14.3,14.08,13.94,156.19,159189.0
2025-12-12,15.79,49.52,68.61,14.04,35.61,14.33,14.2,14.7,157.5,160766.0
2025-12-15,15.84,49.68,69.03,14.28,35.75,14.41,14.47,15.29,159.37,162482.0
2025-12-16,14.74,49.94,69.29,14.16,35.24,13.72,13.93,14.47,155.16,158578.0
2025-12-17,14.55,49.8,70.17,14.02,34.91,13.25,13.43,14.51,154.35,157327.0
2025-12-18,14.65,50.0,70.35,13.92,35.29,13.3,13.38,14.23,154.86,157923.0
2025-12-19,14.49,49.72,70.85,13.28,35.27,13.39,13.55,14.26,155.3,158473.0
2025-12-22,14.42,47.66,72.92,13.12,35.07,13.24,13.08,14.06,155.07,158142.0
2025-12-23,14.63,48.28,72.9,13.47,35.55,13.53,13.55,14.15,157.43,160456.0
2025-12-26,14.73,48.75,73.12,13.72,35.77,13.72,13.65,14.55,157.82,160897.0
2025-12-29,14.61,48.71,72.12,13.87,36.07,13.79,13.5,14.75,157.41,160490.0
2025-12-30,14.76,48.51,71.96,13.86,36.15,13.89,13.45,14.73,158.0,161125.0
2026-01-02,14.75,48.25,72.38,13.65,35.74,13.43,13.38,14.56,157.36,160539.0
2026-01-05,14.84,48.08,73.12,13.71,35.86,13.95,12.98,15.17,158.52,161870.0
2026-01-06,14.84,48.17,75.87,13.7,36.1,14.5,13.45,16.49,160.2,163664.0
2026-01-07,14.66,47.7,76.32,13.7,35.4,14.28,13.13,16.14,158.8,161975.0
2026-01-08,14.84,45.71,75.58,13.64,34.65,14.38,13.42,15.37,159.6,162937.0
2026-01-09,14.83,46.1,74.72,13.9,34.99,14.46,13.3,15.25,160.1,163370.0
2026-01-12,14.89,46.75,74.74,13.9,34.8,14.49,13.41,15.26,160.15,163150.0
2026-01-13,14.31,46.4,75.35,13.91,34.69,14.31,13.24,13.98,159.07,161973.0
2026-01-14,13.7,47.01,78.92,14.2,34.82,14.73,13.52,13.89,162.24,165146.0
2026-01-15,13.73,46.44,78.85,14.04,34.91,15.12,13.51,13.25,162.55,165568.0
2026-01-16,13.6,46.32,78.88,14.1,35.12,15.24,13.33,12.99,161.57,164800.0
2026-01-19,13.54,46.22,78.57,14.09,35.28,15.1,13.39,13.49,161.94,164849.0
2026-01-20,13.4,46.43,80.08,14.07,35.59,14.67,13.62,13.23,162.92,166277.0
2026-01-21,14.05,47.59,82.5,14.31,36.19,15.5,14.49,13.88,168.95,171817.0
2026-01-22,14.22,49.23,82.98,14.59,37.29,15.62,14.95,13.79,172.74,175589.0
2026-01-23,14.81,49.87,85.02,14.9,36.99,15.82,14.85,13.74,175.7,178859.0
2026-01-26,14.85,51.61,83.07,15.05,37.07,15.68,14.75,13.59,175.3,178721.0
2026-01-27,15.05,52.7,84.9,14.87,36.97,16.16,15.23,13.87,178.23,181919.0
2026-01-28,15.15,51.57,86.97,14.95,37.78,16.51,15.55,13.75,181.4,184691.0
2026-01-29,14.88,52.07,87.41,14.76,37.54,16.68,15.3,13.43,179.65,183134.0
2026-01-30,14.76,51.72,84.32,14.85,37.31,16.15,14.93,13.0,178.2,181364.0
2026-02-02,14.75,51.95,84.82,15.06,38.1,16.35,15.05,12.74,179.2,182793.0
2026-02-03,15.07,54.0,88.99,15.38,38.29,16.45,15.59,12.8,182.19,185674.0
2026-02-04,15.27,51.4,89.43,15.3,37.15,15.77,15.2,12.46,178.2,181708.0
2026-02-05,15.19,52.21,86.45,15.48,37.21,16.26,15.2,12.05,178.65,182127.0
2026-02-06,15.25,51.85,85.63,15.42,37.23,17.04,15.5,11.77,179.24,182950.0
2026-02-09,15.47,53.75,87.31,15.39,37.36,17.62,15.42,11.45,182.79,186241.0
2026-02-10,15.9,52.4,87.05,15.66,38.22,17.45,15.07,11.33,182.4,185929.0
2026-02-11,16.45,53.59,90.09,15.77,38.95,17.29,15.27,11.19,185.99,189699.0
2026-02-12,16.29,54.03,89.23,16.52,37.76,17.36,15.09,10.72,184.28,187766.0
2026-02-13,16.24,53.8,87.03,16.35,33.82,17.46,15.35,10.4,182.98,186464.0
2026-02-18,16.1,53.39,83.92,16.13,33.49,17.61,15.5,10.12,182.43,186016.0
2026-02-19,16.45,51.37,84.09,16.17,33.58,17.75,15.59,10.79,184.99,188534.0
2026-02-20,16.51,51.99,86.81,16.03,34.05,18.08,15.6,10.5,186.69,190534.0
2026-02-23,16.69,51.97,87.39,16.19,34.11,17.86,15.53,9.97,185.17,188854.0
2026-02-24,17.16,51.41,87.73,16.58,34.84,18.22,15.88,10.49,187.78,191490.0
2026-02-25,16.67,50.28,89.97,16.44,35.01,18.14,15.78,10.26,187.46,191248.0
2026-02-26,16.63,49.38,89.21,16.41,35.11,17.95,16.05,10.75,187.35,191005.0
2026-02-27,15.97,49.7,88.47,16.27,34.68,17.9,15.58,10.49,185.16,188787.0
2026-03-02,15.75,48.69,88.16,15.91,34.75,18.49,15.52,10.36,185.5,189307.0
2026-03-03,15.47,47.4,84.48,15.57,34.4,17.54,14.96,10.01,179.3,183105.0
2026-03-04,15.72,47.34,84.09,15.6,34.37,18.16,15.16,9.96,181.6,185366.0
2026-03-05,15.62,46.71,81.29,15.29,33.72,17.56,14.72,9.6,176.75,180464.0
2026-03-06,15.48,46.62,78.86,15.23,34.2,17.24,14.77,9.58,175.89,179365.0
2026-03-09,15.94,46.58,79.26,15.41,34.1,17.32,14.57,9.42,177.26,180915.0
2026-03-10,17.05,47.19,80.56,15.45,34.51,18.11,15.22,9.52,179.75,183447.0
2026-03-11,17.1,46.88,79.85,15.43,34.66,17.99,15.68,9.58,180.21,183969.0
2026-03-12,16.48,45.82,79.24,14.95,34.37,17.14,15.02,9.24,175.85,179285.0
2026-03-13,16.26,46.21,78.3,15.0,35.05,16.88,15.06,8.67,174.55,177653.0
2026-03-16,16.4,45.97,78.84,15.1,34.88,17.35,15.2,8.88,176.55,179875.0
2026-03-17,16.31,46.2,78.96,15.02,34.92,17.6,15.12,8.62,176.83,180410.0
2026-03-18,16.08,46.16,77.13,14.74,34.52,17.12,15.09,8.21,175.8,179640.0
2026-03-19,16.19,46.59,76.63,14.77,34.66,16.92,15.15,9.44,177.15,180271.0
2026-03-20,16.12,45.96,75.55,14.47,34.09,16.19,14.84,8.96,173.01,176219.0
2026-03-23,16.85,47.25,77.49,14.66,34.65,17.26,15.66,9.44,178.9,181932.0
2026-03-24,16.52,47.45,78.1,14.7,34.46,17.38,15.68,9.6,179.19,182509.0
2026-03-25,16.61,48.18,79.55,15.01,34.83,18.0,15.44,10.05,182.2,185424.0
2026-03-26,16.0,47.52,78.91,14.83,34.64,17.77,15.19,9.94,179.45,182733.0
2026-03-27,15.73,47.41,79.0,14.76,34.4,17.21,14.89,9.69,177.74,181557.0
2026-03-30,15.6,49.05,79.5,14.84,34.3,17.04,14.19,9.93,179.0,182514.0
2026-03-31,16.25,51.01,82.48,15.25,34.81,18.4,14.96,10.1,184.28,187462.0
2026-04-01,16.18,51.01,83.0,15.36,35.1,18.52,14.96,10.48,184.18,187953.0
2026-04-02,16.1,50.31,83.55,15.28,35.43,18.59,14.84,10.62,184.37,188052.0
2026-04-06,15.93,50.62,83.09,15.45,35.44,18.43,14.65,10.68,184.56,188162.0
2026-04-07,16.4,50.65,83.69,15.48,35.47,18.05,14.8,10.26,185.0,188259.0
2026-04-08,16.14,52.77,85.59,15.86,35.85,18.71,15.5,11.19,189.0,192201.0
2026-04-09,16.12,52.5,84.69,16.06,35.9,19.16,15.91,11.72,191.7,195129.0
2026-04-10,16.43,52.88,85.59,16.12,36.41,19.51,15.72,13.25,193.84,197324.0
2026-04-13,16.24,52.04,87.36,15.93,36.05,19.26,15.81,13.07,194.3,198001.0
2026-04-14,16.92,51.9,88.3,15.89,35.73,19.68,15.67,13.05,195.16,198657.0
2026-04-15,16.96,49.96,88.44,15.83,35.05,19.84,15.6,12.65,193.86,197738.0
2026-04-16,16.59,48.4,87.44,15.43,35.01,19.78,15.05,12.35,193.05,196819.0
2026-04-17,16.55,48.65,89.75,15.33,34.92,19.43,15.43,12.23,192.1,195734.0
2026-04-20,16.47,48.48,88.73,15.31,35.28,19.25,15.15,12.38,192.64,196132.0
2026-04-22,16.23,47.4,87.22,15.0,34.7,19.07,14.62,12.65,189.33,192889.0
2026-04-23,15.92,48.28,85.97,14.74,34.27,19.03,14.34,13.3,187.87,191378.0
2026-04-24,15.82,47.8,85.87,14.5,34.29,18.98,14.28,14.09,187.01,190745.0
2026-04-27,15.6,48.19,85.5,14.54,33.95,18.72,13.97,13.15,186.06,189579.0
2026-04-28,15.59,47.29,84.39,14.58,34.04,18.53,14.01,12.04,185.16,188619.0
2026-04-29,15.47,44.1,79.44,14.33,33.75,17.88,13.42,11.75,181.03,184750.0
2026-04-30,15.73,44.86,81.18,14.51,33.88,18.03,13.6,12.39,184.09,187318.0
2026-05-04,16.24,44.36,78.66,14.44,33.85,17.87,13.52,11.5,181.76,185600.0
2026-05-05,16.29,43.54,78.39,16.65,34.45,18.01,14.05,11.71,183.27,186754.0
2026-05-06,16.69,44.94,81.23,16.95,34.83,18.36,14.69,11.91,184.25,187691.0
2026-05-07,16.29,44.31,80.07,16.41,34.3,17.78,14.94,11.85,179.7,183218.0
2026-05-08,16.93,45.52,81.49,16.32,34.52,17.93,14.35,11.81,180.93,184108.0
2026-05-11,16.18,44.16,83.45,16.25,34.3,17.59,13.72,11.44,178.59,181909.0
2026-05-12,15.75,43.39,83.25,16.13,34.21,17.3,13.69,12.5,177.19,180342.0
2026-05-13,15.29,43.31,84.3,15.91,34.03,16.64,13.14,12.74,173.79,177098.0
2026-05-14,15.27,43.72,82.87,15.77,34.48,16.93,13.72,13.26,175.16,178366.0
2026-05-15,14.97,43.13,83.5,15.69,34.12,16.7,13.55,12.45,173.88,177284.0
2026-05-18,14.9,42.34,81.83,15.81,34.12,16.72,13.77,12.83,174.0,176976.0
2026-05-19,14.61,41.82,81.02,15.81,33.91,15.89,13.64,12.71,170.87,174279.0
2026-05-20,15.02,42.58,82.0,16.22,34.71,16.79,14.7,13.27,173.95,177356.0
2026-05-21,14.67,42.47,82.63,16.4,34.74,17.02,14.85,12.34,174.17,177650.0
2026-05-22,14.21,42.73,83.1,16.1,34.47,16.66,15.07,12.05,173.3,176210.0
2026-05-25,14.36,43.31,83.59,16.4,34.62,17.26,15.41,12.4,174.48,177359.0
2026-05-26,14.25,43.44,83.07,16.59,34.72,16.94,15.04,12.6,173.29,176589.0
2026-05-27,14.05,43.45,83.45,16.61,34.86,16.48,14.87,12.4,172.54,175744.0
2026-05-28,13.85,43.72,83.96,16.29,34.58,16.5,15.0,12.48,171.7,175063.0
2026-05-29,13.72,44.1,82.82,16.32,35.4,16.5,14.9,12.15,170.75,173788.0
2026-06-01,13.92,43.0,81.7,16.43,35.03,16.25,15.02,12.2,169.12,172198.0
