data,RAIL3,WEGE3,VALE3,ABEV3,BBSE3,B3SA3,LREN3,HAPV3,BOVA11,IBOV
2021-08-20,18.12,35.98,97.55,17.54,19.86,14.2,39.2,15.53,113.65,118053.0
2021-08-23,18.43,35.75,96.2,17.36,19.5,13.65,38.05,15.2,113.05,117472.0
2021-08-24,18.73,35.66,99.71,17.59,19.96,13.9,38.9,15.28,115.63,120211.0
2021-08-25,18.87,36.38,99.5,17.58,20.19,13.99,39.32,15.28,116.14,120818.0
2021-08-26,18.73,36.77,98.23,17.11,19.62,13.66,37.91,14.96,114.07,118724.0
2021-08-27,19.01,36.9,100.69,17.04,19.73,13.94,38.21,14.85,116.18,120678.0
2021-08-30,18.85,36.68,100.05,17.18,19.29,13.7,37.98,14.81,115.08,119740.0
2021-08-31,18.72,35.56,98.68,17.1,19.06,14.07,38.06,14.72,114.08,118781.0
2021-09-01,19.35,36.29,98.85,17.26,19.34,14.43,37.5,14.92,114.8,119396.0
2021-09-02,19.01,35.74,98.54,16.52,18.69,14.07,36.53,14.71,112.15,116677.0
2021-09-03,18.99,36.25,98.61,16.56,19.18,14.05,37.12,14.89,112.09,116933.0
2021-09-06,18.94,36.38,97.06,17.19,19.27,14.32,37.12,15.16,113.48,117869.0
2021-09-08,18.23,36.49,95.04,16.21,18.4,13.12,35.18,14.57,109.08,113413.0
2021-09-09,18.56,38.84,94.7,16.31,18.82,13.63,35.81,14.86,111.51,115361.0
2021-09-10,18.12,38.66,94.81,16.1,19.06,13.81,36.17,14.66,109.88,114286.0
2021-09-13,18.45,38.9,94.76,16.35,19.57,14.2,37.17,15.18,112.12,116404.0
2021-09-14,18.42,39.38,94.09,16.44,19.62,14.13,37.38,15.23,111.7,116181.0
2021-09-15,18.21,39.84,91.74,16.02,19.22,14.05,36.79,15.38,110.68,115063.0
2021-09-16,17.67,39.9,87.93,16.13,19.4,14.12,37.25,15.28,109.44,113794.0
2021-09-17,17.53,39.19,86.15,15.74,19.33,14.18,36.55,15.25,107.14,111439.0
2021-09-20,17.31,38.89,83.31,15.61,18.91,13.68,35.71,14.88,104.77,108844.0
2021-09-21,17.65,39.75,84.12,15.66,19.22,13.55,36.55,15.18,105.77,110250.0
2021-09-22,17.72,40.57,87.11,15.72,19.38,14.25,36.61,14.59,107.99,112282.0
2021-09-23,17.88,41.17,78.91,15.88,19.51,13.91,37.2,14.89,109.6,114064.0
2021-09-24,17.7,41.34,77.69,15.84,19.96,13.88,36.98,14.74,109.03,113283.0
2021-09-27,17.74,40.86,78.8,15.83,20.25,13.68,35.85,14.47,108.89,113583.0
2021-09-28,17.16,40.67,74.85,15.44,20.22,12.94,34.24,13.63,105.83,110124.0
2021-09-29,16.98,39.87,75.8,15.49,20.33,12.75,34.48,13.6,106.83,111107.0
2021-09-30,16.79,39.63,76.24,15.3,19.95,12.74,34.42,13.59,106.49,110979.0
2021-10-01,17.31,40.17,76.2,15.27,20.39,13.23,36.22,13.44,108.49,112900.0
2021-10-04,17.0,38.78,75.49,15.04,19.84,12.4,34.32,12.82,106.18,110393.0
2021-10-05,17.0,37.53,74.95,15.18,19.98,12.15,34.23,12.83,106.12,110458.0
2021-10-06,18.23,37.51,77.06,15.1,19.76,12.22,33.8,12.59,106.37,110560.0
2021-10-07,17.64,37.56,79.36,15.08,19.74,12.26,33.77,12.5,106.42,110585.0
2021-10-08,18.24,38.65,79.85,15.36,20.06,12.49,34.7,12.87,108.39,112833.0
2021-10-11,18.17,38.62,81.62,15.24,20.42,12.13,33.9,12.89,107.75,112180.0
2021-10-13,18.44,40.58,79.2,15.51,20.96,12.85,34.78,12.91,109.24,113456.0
2021-10-14,18.64,40.6,79.2,15.49,21.31,12.73,34.6,12.73,108.97,113185.0
2021-10-15,18.35,40.12,80.68,15.53,21.68,13.15,35.75,13.01,110.22,114648.0
2021-10-18,18.21,40.36,79.92,15.62,21.68,12.92,35.99,12.6,109.95,114428.0
2021-10-19,17.58,39.35,79.0,15.14,21.26,12.52,34.43,12.08,106.8,110673.0
2021-10-20,17.09,40.11,76.41,15.35,21.33,13.11,34.94,11.71,106.4,110786.0
2021-10-21,16.39,39.35,75.16,15.14,21.5,13.01,33.39,11.61,103.65,107735.0
2021-10-22,16.58,38.89,76.08,15.0,21.67,12.62,32.05,11.61,102.33,106296.0
2021-10-25,16.74,39.55,77.0,15.27,22.44,12.89,32.85,11.85,104.55,108715.0
2021-10-26,16.29,39.66,76.18,15.16,22.17,12.15,31.49,11.53,102.25,106420.0
2021-10-27,16.2,39.2,74.45,15.22,22.5,12.12,32.37,11.87,102.4,106363.0
2021-10-28,16.1,37.83,73.7,16.7,22.17,12.04,32.35,11.73,100.61,105705.0
2021-10-29,15.99,37.0,71.61,16.99,22.09,11.91,32.23,11.54,99.68,103501.0
2021-11-01,16.56,36.96,72.32,17.36,22.05,11.98,33.2,11.77,101.52,105551.0
2021-11-03,17.32,37.68,66.83,17.83,22.61,12.0,34.86,12.38,102.0,105617.0
2021-11-04,17.23,37.72,66.07,17.88,22.64,11.94,34.1,12.26,99.65,103412.0
2021-11-05,16.99,37.68,64.11,17.9,22.84,12.37,31.6,12.75,100.81,104824.0
2021-11-08,16.76,37.1,67.6,17.74,22.82,12.24,31.0,12.76,100.83,104781.0
2021-11-09,16.93,36.79,65.94,17.89,23.44,12.64,32.32,13.28,101.39,105535.0
2021-11-10,16.84,36.28,65.69,17.75,23.12,12.67,32.76,13.3,102.02,105968.0
2021-11-11,17.18,36.5,68.01,17.61,23.29,13.15,33.93,13.74,103.55,107725.0
2021-11-12,16.77,35.65,68.3,17.51,23.08,13.05,32.23,13.2,102.13,106312.0
2021-11-16,16.68,35.38,66.33,17.51,23.16,12.75,31.21,12.86,100.36,104508.0
2021-11-17,16.78,35.77,65.0,17.54,22.67,12.66,30.98,12.59,99.25,102945.0
2021-11-18,16.75,35.92,62.33,17.6,22.73,12.47,31.85,13.06,98.65,102524.0
2021-11-19,17.02,35.79,64.03,17.39,22.23,12.47,32.32,13.19,99.27,103035.0
2021-11-22,16.86,34.67,67.59,17.32,21.82,12.1,31.18,12.77,98.24,102122.0
2021-11-23,17.56,34.16,69.37,17.2,21.52,11.98,31.15,12.84,100.0,103663.0
2021-11-24,17.55,33.53,70.98,17.1,21.63,12.19,30.61,12.53,100.66,104514.0
2021-11-25,17.91,33.8,70.5,17.23,22.13,12.37,30.77,12.27,101.99,105811.0
2021-11-26,17.62,32.69,68.64,16.69,21.53,11.78,29.36,11.66,98.39,102224.0
2021-11-29,17.62,32.41,69.5,16.34,21.4,11.5,28.94,11.41,99.01,102814.0
2021-11-30,17.57,32.23,69.95,16.06,20.88,11.11,28.45,10.91,98.35,101915.0
2021-12-01,17.51,32.49,70.23,15.86,20.43,11.01,28.29,10.33,97.09,100775.0
2021-12-02,17.61,32.72,73.49,16.01,21.05,11.46,28.61,11.02,100.43,104466.0
2021-12-03,18.1,32.78,71.87,16.0,21.18,11.63,29.25,11.43,101.32,105070.0
2021-12-06,17.6,33.01,75.77,16.08,21.29,11.78,29.79,11.23,103.0,106859.0
2021-12-07,17.29,34.56,76.33,16.1,21.22,12.05,29.46,11.18,103.63,107558.0
2021-12-08,17.7,36.04,75.76,16.08,21.66,12.12,29.6,11.32,104.2,108096.0
2021-12-09,17.45,36.5,75.18,15.81,21.11,11.71,28.25,11.21,102.14,106291.0
2021-12-10,18.02,35.8,75.65,15.95,21.15,12.38,28.4,11.2,103.73,107758.0
2021-12-13,18.12,35.6,77.86,16.01,20.89,12.15,27.81,11.55,103.5,107383.0
2021-12-14,18.54,35.29,77.85,16.17,20.77,12.1,26.45,11.31,102.7,106760.0
2021-12-15,18.77,35.61,77.41,16.08,21.03,12.06,26.99,11.36,103.2,107370.0
2021-12-16,18.45,35.6,80.44,16.1,20.93,12.07,26.2,11.54,104.41,108212.0
2021-12-17,18.24,34.85,79.17,16.07,20.54,12.31,26.24,11.37,103.1,107201.0
2021-12-20,18.18,34.01,78.28,15.42,20.38,11.88,25.26,11.25,101.0,105020.0
2021-12-21,18.06,33.92,80.34,15.4,20.52,11.37,24.69,11.42,101.42,105500.0
2021-12-22,18.0,33.67,79.92,15.39,20.51,11.5,24.6,11.05,101.43,105244.0
2021-12-23,17.67,33.47,79.15,15.55,20.62,11.38,24.17,10.59,100.85,104891.0
2021-12-27,17.8,33.17,78.95,15.53,20.75,11.31,24.37,10.59,101.6,105531.0
2021-12-28,17.53,33.29,76.8,15.52,20.79,11.16,24.46,10.31,101.06,104864.0
2021-12-29,17.5,32.74,77.25,15.45,20.67,11.08,23.9,10.09,100.25,104107.0
2021-12-30,17.76,32.98,77.96,15.42,20.75,11.14,24.44,10.38,100.8,104822.0
2022-01-03,17.39,32.02,78.0,15.33,20.6,10.72,23.08,10.05,99.93,103922.0
2022-01-04,17.37,31.86,77.08,15.31,20.55,10.95,22.8,9.91,99.57,103514.0
2022-01-05,16.61,30.18,77.81,15.01,20.3,10.72,21.69,9.36,97.1,101006.0
2022-01-06,16.1,30.17,79.38,14.77,20.44,10.98,22.8,9.71,97.85,101561.0
2022-01-07,15.86,29.41,84.0,14.53,19.8,11.24,22.99,9.92,98.7,102719.0
2022-01-10,15.65,28.56,83.0,14.65,19.31,11.18,22.74,9.4,98.43,101945.0
2022-01-11,16.0,29.04,84.58,14.68,19.33,11.21,23.26,9.96,100.1,103779.0
2022-01-12,16.33,30.22,85.5,14.88,19.15,11.61,24.65,10.4,101.91,105686.0
2022-01-13,16.26,28.95,84.2,14.99,19.18,11.59,24.76,10.17,101.55,105530.0
2022-01-14,16.31,30.7,84.69,15.1,19.45,12.22,23.97,10.31,103.07,106928.0
2022-01-17,16.35,30.35,84.25,14.8,19.67,12.36,23.49,10.5,102.58,106692.0
2022-01-18,16.4,30.54,86.31,14.58,20.31,12.31,23.5,10.52,102.85,106522.0
2022-01-19,16.73,30.5,88.21,14.54,20.68,12.26,24.85,10.92,104.05,108013.0
2022-01-20,17.48,30.74,86.71,14.49,20.55,13.25,26.14,11.2,104.9,109102.0
2022-01-21,16.98,30.61,84.91,14.69,20.62,13.64,26.44,11.62,104.7,108942.0
2022-01-24,16.63,29.9,83.87,14.7,20.93,13.06,25.88,11.34,104.08,107752.0
2022-01-25,16.82,30.2,84.06,15.07,21.13,13.32,27.01,12.02,106.33,109845.0
2022-01-26,16.87,30.74,84.3,15.0,21.14,13.78,27.75,12.55,107.39,111573.0
2022-01-27,16.66,32.4,84.49,15.4,22.39,14.46,27.93,12.12,108.2,112315.0
2022-01-28,15.76,31.62,83.66,14.93,22.68,14.74,28.15,12.4,107.58,111478.0
2022-01-31,15.62,32.16,80.87,14.97,23.14,14.62,28.12,12.66,107.98,112388.0
2022-02-01,15.51,32.06,85.31,14.85,23.09,14.26,26.98,12.48,109.15,113147.0
2022-02-02,15.45,31.77,85.79,14.52,22.8,14.13,26.59,12.49,107.69,112161.0
2022-02-03,15.22,30.95,85.75,14.46,22.93,14.14,26.67,12.61,107.77,111696.0
2022-02-04,15.26,30.85,87.98,14.41,22.83,14.13,26.2,12.43,108.02,112245.0
2022-02-07,14.87,31.0,90.13,14.29,24.14,13.7,25.69,11.85,107.72,111996.0
2022-02-08,15.57,30.22,91.39,14.16,24.1,13.55,25.58,11.38,108.23,112234.0
2022-02-09,16.06,30.29,91.41,14.54,24.27,14.16,25.91,11.56,108.23,112461.0
2022-02-10,15.97,29.74,93.87,14.75,24.36,14.1,25.58,11.72,109.1,113359.0
2022-02-11,16.06,29.53,91.97,14.86,22.76,13.92,25.35,11.9,109.31,113572.0
2022-02-14,16.19,30.44,91.57,15.06,23.37,14.12,25.91,12.19,109.52,113807.0
2022-02-15,16.64,32.88,88.85,15.38,23.14,14.6,27.11,12.77,110.6,114660.0
2022-02-16,16.71,31.3,89.5,15.08,23.08,14.59,27.51,12.72,110.77,115181.0
2022-02-17,16.68,30.65,85.65,14.85,23.17,14.2,27.23,12.63,109.1,113528.0
2022-02-18,15.21,29.81,85.83,14.77,23.18,14.27,27.6,12.2,108.51,112768.0
2022-02-21,15.27,29.52,85.9,14.45,23.12,14.07,26.37,12.0,107.45,111725.0
2022-02-22,15.88,29.53,87.39,14.71,23.16,14.39,25.93,12.41,109.0,112892.0
2022-02-23,15.75,28.6,86.47,14.81,23.01,14.59,25.7,12.1,107.58,112008.0
2022-02-24,16.11,29.32,87.54,14.84,22.9,14.7,25.51,12.05,107.48,111592.0
2022-02-25,15.5,29.4,92.28,15.2,23.04,14.58,25.32,12.13,108.9,113142.0
2022-03-02,15.64,30.25,99.65,14.52,23.09,14.32,25.24,12.65,111.1,115174.0
2022-03-03,15.57,31.25,99.7,14.18,23.07,14.77,24.76,12.29,111.02,115166.0
2022-03-04,15.25,31.51,101.97,13.93,22.54,14.44,24.13,11.98,110.4,114474.0
2022-03-07,15.55,31.08,105.07,13.43,22.1,13.9,21.98,11.81,107.11,111593.0
2022-03-08,16.15,31.57,100.46,13.44,21.88,13.62,23.38,11.74,107.29,111203.0
2022-03-09,16.47,32.67,94.19,13.93,22.39,13.8,24.46,12.23,109.78,113900.0
2022-03-10,16.26,31.72,97.3,13.38,22.57,13.31,23.74,11.96,109.4,113663.0
2022-03-11,15.56,31.39,96.79,13.18,22.5,13.26,22.85,11.48,107.7,111713.0
2022-03-14,15.38,31.02,91.6,13.32,22.47,13.26,22.3,11.32,106.04,109928.0
2022-03-15,15.25,30.2,88.97,13.47,22.46,13.3,22.38,11.27,104.9,108959.0
2022-03-16,15.71,31.98,91.13,13.78,22.8,13.6,22.8,12.02,107.14,111112.0
2022-03-17,16.58,33.1,94.3,13.93,23.3,13.9,22.9,11.87,108.83,113076.0
2022-03-18,17.67,33.29,96.09,14.25,23.34,14.11,24.15,11.9,110.73,115311.0
2022-03-21,17.2,32.55,98.81,14.18,23.64,13.88,24.04,11.71,111.94,116155.0
2022-03-22,17.56,33.0,96.6,14.38,24.08,14.63,24.9,11.9,113.1,117272.0
2022-03-23,17.62,32.75,96.39,14.19,24.05,14.76,26.15,11.98,112.9,117457.0
2022-03-24,18.18,33.13,96.91,14.2,24.4,14.89,27.65,11.37,114.74,119053.0
2022-03-25,18.41,32.88,95.23,14.32,24.45,15.14,27.58,11.86,114.75,119081.0
2022-03-28,18.72,33.6,95.34,14.74,24.59,15.09,26.92,11.69,114.51,118738.0
2022-03-29,18.48,33.95,94.52,15.25,24.8,15.54,27.49,12.2,115.75,120014.0
2022-03-30,18.42,34.15,95.87,15.17,24.9,15.67,27.34,12.02,115.9,120260.0
2022-03-31,18.55,34.87,95.6,15.4,25.56,15.71,27.5,11.84,115.6,119999.0
2022-04-01,19.0,35.38,96.96,15.39,25.91,16.04,29.06,12.35,117.2,121570.0
2022-04-04,18.88,35.02,97.94,15.19,25.8,16.14,29.39,12.33,116.8,121280.0
2022-04-05,18.52,34.63,95.11,15.07,25.52,15.83,27.96,12.05,114.51,118885.0
2022-04-06,18.1,34.33,96.55,14.95,25.76,15.87,27.05,11.46,113.87,118228.0
2022-04-07,18.06,34.12,97.13,15.06,26.0,15.85,26.82,11.09,114.65,118862.0
2022-04-08,18.27,34.14,95.15,14.93,26.2,15.6,26.73,11.01,113.98,118322.0
2022-04-11,18.25,32.55,94.0,15.2,25.93,14.88,26.75,10.71,112.57,116953.0
2022-04-12,18.46,32.37,93.37,15.05,25.71,14.35,26.2,10.64,111.77,116147.0
2022-04-13,18.54,32.56,93.4,14.83,25.94,14.41,26.67,10.42,112.52,116782.0
2022-04-14,18.4,32.29,92.09,14.7,26.16,14.49,26.74,10.4,111.65,116182.0
2022-04-18,18.05,31.91,90.57,14.71,26.78,14.52,26.43,10.38,111.46,115687.0
2022-04-19,18.0,31.37,87.68,14.65,26.02,14.54,26.25,10.6,110.92,115057.0
2022-04-20,18.83,31.42,85.4,14.73,26.76,14.69,25.98,10.5,110.05,114344.0
2022-04-22,18.29,31.31,80.45,14.75,26.39,14.36,25.02,10.13,106.75,111078.0
2022-04-25,18.13,31.21,79.08,15.12,26.37,14.12,25.0,10.16,106.76,110685.0
2022-04-26,17.8,29.98,78.0,14.75,26.07,13.61,24.46,9.93,104.28,108213.0
2022-04-27,17.67,31.63,82.17,14.68,26.08,13.51,24.53,9.35,105.52,109349.0
2022-04-28,17.38,31.13,84.2,14.71,25.89,13.58,24.39,9.18,105.86,109919.0
2022-04-29,16.37,30.1,83.29,14.52,25.43,13.3,23.75,8.77,103.4,107876.0
2022-05-02,15.82,28.94,82.92,14.47,24.95,12.8,23.9,8.81,102.72,106639.0
2022-05-03,15.96,28.41,82.5,14.24,25.12,12.55,23.52,8.84,102.72,106528.0
2022-05-04,16.2,28.94,81.81,14.34,25.62,12.65,24.26,8.83,104.38,108344.0
2022-05-05,15.69,28.16,80.33,13.73,25.03,12.12,22.87,8.15,101.5,105304.0
2022-05-06,15.35,27.15,79.76,13.53,25.03,11.77,24.24,8.29,101.23,105135.0
2022-05-09,15.45,26.66,76.49,13.69,25.38,11.74,23.89,8.12,99.68,103250.0
2022-05-10,15.31,26.12,75.54,13.73,24.98,11.57,24.74,8.04,99.24,103110.0
2022-05-11,15.36,26.1,78.69,13.95,24.79,11.29,24.53,7.56,100.64,104397.0
2022-05-12,15.27,26.41,77.9,14.48,25.39,11.9,25.28,7.72,102.04,105688.0
2022-05-13,15.54,26.5,77.81,14.54,25.78,11.47,25.47,8.02,103.29,106924.0
2022-05-16,15.96,26.2,80.14,14.69,25.52,11.65,25.9,7.84,104.4,108233.0
2022-05-17,16.03,26.91,79.8,14.73,25.81,11.9,26.03,6.52,104.9,108789.0
2022-05-18,15.61,26.43,77.78,14.22,25.41,11.55,25.5,6.81,102.21,106247.0
2022-05-19,15.61,25.53,79.85,14.14,25.4,11.81,25.67,6.53,103.08,107005.0
2022-05-20,15.87,25.99,81.26,14.02,25.47,12.04,25.65,6.63,104.66,108488.0
2022-05-23,16.08,26.57,82.92,14.08,25.58,12.1,25.39,6.69,106.76,110346.0
2022-05-24,16.17,26.08,84.04,14.13,25.84,12.02,25.17,6.72,106.64,110581.0
2022-05-25,16.04,25.31,84.3,14.04,25.65,11.91,25.56,6.71,106.66,110580.0
2022-05-26,17.15,25.71,84.25,14.21,25.57,12.41,26.24,7.06,108.02,111890.0
2022-05-27,17.08,26.22,85.72,14.21,25.93,12.7,26.09,7.15,107.9,111942.0
2022-05-30,17.16,25.54,86.65,14.09,26.61,12.8,25.87,6.97,106.92,111032.0
2022-05-31,17.68,25.37,86.21,14.19,26.88,12.77,26.6,6.72,107.18,111351.0
2022-06-01,17.79,26.21,88.24,14.12,26.72,12.5,26.94,6.64,107.47,111360.0
2022-06-02,18.35,26.33,89.9,14.12,26.72,12.89,28.03,6.61,108.43,112393.0
2022-06-03,18.39,25.92,88.46,14.08,25.88,12.67,28.19,6.34,107.48,111102.0
2022-06-06,18.24,25.98,88.55,14.05,25.67,12.28,26.98,5.95,106.42,110186.0
2022-06-07,17.87,25.95,90.62,13.73,25.42,11.89,26.68,5.87,106.15,110070.0
2022-06-08,17.65,24.41,87.5,13.76,25.32,11.79,26.35,6.05,104.6,108368.0
2022-06-09,17.93,24.52,84.54,13.61,25.16,11.95,25.22,6.23,103.68,107094.0
2022-06-10,17.46,24.0,84.56,13.59,24.6,11.66,24.08,6.01,101.82,105481.0
2022-06-13,17.01,23.82,81.88,13.33,24.54,11.54,23.15,5.63,99.12,102598.0
2022-06-14,17.06,24.25,81.72,13.15,24.52,11.49,22.93,5.7,98.36,102063.0
2022-06-15,17.08,24.0,81.67,13.06,24.91,11.61,23.9,5.96,99.38,102807.0
2022-06-17,16.89,22.83,77.41,13.03,24.87,11.45,23.74,6.15,96.21,99825.0
2022-06-20,16.75,24.1,75.5,13.05,25.22,11.55,23.87,5.85,96.29,99853.0
2022-06-21,16.75,25.3,76.0,13.17,25.31,11.49,23.11,5.72,96.4,99685.0
2022-06-22,16.79,25.79,75.35,13.3,25.03,11.65,23.47,5.54,96.03,99522.0
2022-06-23,16.72,25.91,72.6,13.33,25.12,11.58,23.85,5.49,94.66,98080.0
2022-06-24,16.63,26.46,74.62,13.67,24.75,11.6,23.15,5.56,95.47,98672.0
2022-06-27,16.69,25.93,78.05,13.72,24.92,11.6,23.19,5.54,97.35,100764.0
2022-06-28,16.36,26.15,79.45,13.52,25.45,11.27,22.72,5.22,97.05,100591.0
2022-06-29,16.34,26.03,78.79,13.61,25.48,10.95,22.3,5.27,96.0,99622.0
2022-06-30,15.97,26.45,76.56,13.4,25.96,10.96,22.62,5.47,95.0,98542.0
2022-07-01,15.99,26.5,75.1,13.76,26.05,11.19,23.1,5.62,95.63,98954.0
2022-07-04,15.95,26.49,74.67,13.68,25.4,11.08,23.03,6.04,95.2,98609.0
2022-07-05,16.13,27.02,74.3,14.09,25.2,11.27,23.09,6.21,94.8,98295.0
2022-07-06,16.11,27.1,75.0,14.23,25.2,11.11,23.86,6.31,95.42,98719.0
2022-07-07,16.12,27.61,77.18,14.23,25.46,11.36,24.75,6.63,97.38,100730.0
2022-07-08,16.08,27.27,75.4,14.31,25.34,11.44,24.78,6.34,96.88,100289.0
2022-07-11,15.76,26.58,72.83,14.1,25.14,10.77,24.07,6.31,94.8,98212.0
2022-07-12,15.68,26.59,73.05,13.79,25.21,10.54,24.18,6.49,94.9,98271.0
2022-07-13,15.43,26.73,72.8,14.57,25.3,10.28,24.6,6.37,94.51,97881.0
2022-07-14,15.4,26.4,67.95,14.84,26.39,10.28,24.74,6.13,92.55,96121.0
2022-07-15,15.34,26.55,68.37,14.59,27.5,10.03,25.07,5.81,93.27,96551.0
2022-07-18,15.79,26.12,68.73,14.49,26.87,10.27,25.04,5.69,93.37,96916.0
2022-07-19,15.9,26.96,68.88,14.48,27.01,10.21,24.74,5.75,94.7,98245.0
2022-07-20,16.01,25.99,67.39,14.3,27.34,10.54,25.12,6.06,94.95,98287.0
2022-07-21,16.01,25.33,68.57,14.56,27.62,11.01,24.82,6.09,95.35,99033.0
2022-07-22,16.09,25.84,69.21,14.51,27.88,10.72,24.42,5.95,95.42,98925.0
2022-07-25,16.41,26.48,70.49,14.68,28.23,10.73,24.7,5.8,96.75,100270.0
2022-07-26,16.49,26.2,70.36,14.82,28.41,10.73,24.04,5.5,96.15,99772.0
2022-07-27,17.39,26.87,70.52,14.98,28.8,10.88,25.22,5.86,97.83,101438.0
2022-07-28,17.55,27.93,70.69,15.1,28.87,11.26,25.97,6.13,99.1,102597.0
2022-07-29,17.54,28.04,69.75,14.93,28.99,11.09,25.29,6.16,99.3,103165.0
2022-08-01,17.54,27.88,68.08,14.63,28.94,10.87,25.34,6.12,98.56,102225.0
2022-08-02,17.72,28.38,70.25,14.71,29.25,10.8,25.57,6.44,99.53,103362.0
2022-08-03,17.96,28.12,67.52,14.63,28.56,11.16,27.26,6.54,100.2,103775.0
2022-08-04,18.48,28.81,67.13,14.68,28.21,11.9,28.25,6.6,102.48,105892.0
2022-08-05,18.31,28.83,68.0,14.6,28.48,12.07,27.47,6.45,102.74,106472.0
2022-08-08,18.4,29.73,68.58,14.8,29.49,12.45,27.5,6.83,104.8,108402.0
2022-08-09,18.0,29.58,70.0,14.74,29.79,12.25,26.86,6.48,105.05,108651.0
2022-08-10,18.4,30.68,70.05,15.16,29.45,12.37,27.97,6.85,106.56,110236.0
2022-08-11,18.42,30.13,72.49,15.13,30.29,12.15,27.24,6.6,105.88,109718.0
2022-08-12,19.38,30.9,69.8,15.21,30.58,13.1,27.69,7.72,108.64,112764.0
2022-08-15,19.66,30.34,68.3,15.42,30.75,13.2,28.63,7.98,108.97,113032.0
2022-08-16,19.71,30.59,69.95,15.5,30.49,13.12,28.06,7.84,109.76,113512.0
2022-08-17,19.88,30.43,68.23,15.55,30.22,12.87,27.65,7.61,109.99,113708.0
2022-08-18,19.96,30.84,67.72,16.0,28.67,12.85,27.65,7.94,109.94,113813.0
2022-08-19,19.33,29.85,66.96,15.66,28.5,12.51,27.13,7.66,107.53,111496.0
2022-08-22,19.24,28.95,65.98,15.42,28.56,12.3,26.57,7.31,106.73,110501.0
2022-08-23,19.56,28.8,70.21,15.44,28.5,12.43,27.0,7.4,109.1,112857.0
2022-08-24,20.0,28.79,67.95,15.8,28.5,12.46,27.23,7.79,109.18,112898.0
2022-08-25,20.29,28.95,69.27,15.82,28.15,12.77,27.6,8.07,109.6,113532.0
2022-08-26,20.03,28.81,68.23,15.67,28.4,12.43,27.8,8.06,108.36,112299.0
2022-08-29,20.09,28.37,66.91,15.61,28.22,12.34,27.53,7.67,108.4,112323.0
2022-08-30,20.13,28.39,64.97,15.39,28.23,12.19,27.39,7.55,106.4,110431.0
2022-08-31,20.21,28.29,64.5,15.27,28.28,11.85,26.47,7.28,105.83,109523.0
2022-09-01,20.37,28.38,63.89,15.43,28.79,12.1,26.57,7.51,106.59,110405.0
2022-09-02,20.26,30.21,62.92,15.48,28.46,12.64,26.7,7.86,107.09,110864.0
2022-09-05,20.57,30.9,65.22,15.55,28.68,12.85,26.97,7.84,108.45,112203.0
2022-09-06,20.21,30.29,63.67,15.56,28.8,12.39,26.03,7.81,105.95,109764.0
2022-09-08,20.36,30.21,64.51,15.5,28.58,13.0,26.02,7.95,106.18,109916.0
2022-09-09,20.73,30.45,69.55,15.72,28.56,12.95,26.85,8.13,108.4,112300.0
2022-09-12,20.69,31.72,70.15,15.71,28.18,13.24,27.52,8.35,109.55,113407.0
2022-09-13,19.79,30.61,68.25,15.59,28.37,12.88,27.22,7.79,106.98,110794.0
2022-09-14,20.13,30.62,67.0,15.38,28.12,12.78,27.38,7.83,106.75,110547.0
2022-09-15,19.88,30.01,68.35,15.3,28.33,12.56,26.8,7.68,106.11,109954.0
2022-09-16,19.66,30.48,68.25,15.27,29.47,12.38,26.38,7.45,105.6,109280.0
2022-09-19,19.79,30.6,70.46,15.47,29.81,13.22,26.72,7.78,108.22,111824.0
2022-09-20,19.64,31.13,69.45,15.76,30.22,13.64,26.82,7.89,108.85,112517.0
2022-09-21,19.85,31.18,68.45,15.55,30.08,13.32,27.62,8.11,108.16,111936.0
2022-09-22,20.0,31.01,70.02,15.67,29.64,13.44,28.45,8.32,110.13,114070.0
2022-09-23,19.35,30.57,68.57,15.37,29.61,13.39,28.57,8.2,107.84,111716.0
2022-09-26,18.85,30.52,68.0,15.27,28.97,12.74,27.86,7.9,105.13,109114.0
2022-09-27,18.58,30.05,67.7,15.44,28.62,12.75,27.96,7.94,104.68,108376.0
2022-09-28,18.46,30.32,68.34,15.72,27.39,12.85,27.63,7.75,104.82,108451.0
2022-09-29,18.19,30.14,68.43,15.61,26.56,12.6,26.94,7.48,103.8,107664.0
2022-09-30,18.48,32.14,72.04,15.54,26.57,13.05,27.85,7.57,106.46,110037.0
2022-10-03,19.24,33.58,74.0,16.3,27.36,13.88,30.12,8.04,112.4,116134.0
2022-10-04,19.4,33.24,75.79,16.24,26.86,14.48,29.98,8.27,112.35,116230.0
2022-10-05,19.56,33.67,76.96,16.12,27.57,14.73,30.58,8.14,113.32,117198.0
2022-10-06,19.81,33.73,75.55,16.03,27.78,14.83,31.27,8.1,113.47,117561.0
2022-10-07,19.11,33.35,75.51,15.42,28.16,14.8,30.88,7.72,112.78,116375.0
2022-10-10,18.23,34.27,73.99,15.2,28.23,14.84,30.73,7.79,112.08,115941.0
2022-10-11,19.0,33.9,73.49,14.99,27.44,14.35,29.95,7.47,110.89,114827.0
2022-10-13,19.77,33.47,72.18,15.01,28.17,13.9,29.18,7.46,110.26,114300.0
2022-10-14,19.3,32.86,69.83,14.83,27.5,13.89,28.54,7.06,108.22,112072.0
2022-10-17,20.04,33.61,70.67,14.92,28.04,14.15,29.09,7.21,109.9,113624.0
2022-10-18,20.44,34.56,71.96,14.9,28.81,14.0,29.47,7.59,111.94,115743.0
